TEST,gs://dataset_custom_2/3c44a9ad17a0ca5c.jpg,Tomato,0.05625,0.494167,,,0.339375,0.8608330000000001,,
TEST,gs://dataset_custom_2/3c44a9ad17a0ca5c.jpg,Tomato,0.178125,0.06166699999999999,,,0.33,0.240833,,
TEST,gs://dataset_custom_2/891d8c8f32efd11e.jpg,Tomato,0.195625,0.35113799999999995,,,0.295,0.5105080000000001,,
TEST,gs://dataset_custom_2/5325292fe2c14095.jpg,Tomato,0.594375,0.45121100000000003,,,0.818125,0.665444,,
TEST,gs://dataset_custom_2/5325292fe2c14095.jpg,Tomato,0.30375,0.07703600000000001,,,0.731875,0.492296,,
TEST,gs://dataset_custom_2/5325292fe2c14095.jpg,Tomato,0.171875,0.355099,,,0.46562499999999996,0.6727810000000001,,
TEST,gs://dataset_custom_2/4fe510d293771297.jpg,Tomato,0.28625,0.47352299999999997,,,0.58625,0.9307540000000003,,
TEST,gs://dataset_custom_2/4fe510d293771297.jpg,Tomato,0.458125,0.07230100000000002,,,0.8875,0.6863539999999999,,
TEST,gs://dataset_custom_2/155969c1466a324f.jpg,Tomato,0.181875,0.3925,,,0.555,0.705833,,
TEST,gs://dataset_custom_2/155969c1466a324f.jpg,Tomato,0.380625,0.31333300000000003,,,0.538125,0.41500000000000004,,
TEST,gs://dataset_custom_2/155969c1466a324f.jpg,Tomato,0.531875,0.391667,,,0.96875,0.773333,,
TEST,gs://dataset_custom_2/155969c1466a324f.jpg,Tomato,0.609375,0.323333,,,0.86125,0.45833300000000005,,
TEST,gs://dataset_custom_2/89cbf2c53003d5f9.jpg,Tomato,0.029687,0.44028100000000003,,,0.270312,0.782201,,
TEST,gs://dataset_custom_2/89cbf2c53003d5f9.jpg,Tomato,0.0,0.721311,,,0.19375,0.9976580000000003,,
TEST,gs://dataset_custom_2/89cbf2c53003d5f9.jpg,Tomato,0.1125,0.23653400000000008,,,0.320312,0.459016,,
TEST,gs://dataset_custom_2/89cbf2c53003d5f9.jpg,Tomato,0.276563,0.38407499999999994,,,0.554688,0.6791569999999999,,
TEST,gs://dataset_custom_2/89cbf2c53003d5f9.jpg,Tomato,0.295312,0.051522,,,0.471875,0.24824400000000002,,
TEST,gs://dataset_custom_2/89cbf2c53003d5f9.jpg,Tomato,0.365625,0.180328,,,0.571875,0.41920399999999997,,
TEST,gs://dataset_custom_2/3c44a9ad17a0ca5c.jpg,Tomato,0.285,0.205,,,0.50625,0.505833,,
TEST,gs://dataset_custom_2/89cbf2c53003d5f9.jpg,Tomato,0.465625,0.035129,,,0.645312,0.20608899999999994,,
TEST,gs://dataset_custom_2/89cbf2c53003d5f9.jpg,Tomato,0.573438,0.185012,,,0.709375,0.358314,,
TEST,gs://dataset_custom_2/89cbf2c53003d5f9.jpg,Tomato,0.58125,0.098361,,,0.723437,0.220141,,
TEST,gs://dataset_custom_2/89cbf2c53003d5f9.jpg,Tomato,0.584375,0.367682,,,0.853125,0.6978920000000001,,
TEST,gs://dataset_custom_2/89cbf2c53003d5f9.jpg,Tomato,0.704687,0.042155000000000005,,,0.9125,0.339578,,
TEST,gs://dataset_custom_2/89cbf2c53003d5f9.jpg,Tomato,0.79375,0.608899,,,0.979688,0.929742,,
TEST,gs://dataset_custom_2/89cbf2c53003d5f9.jpg,Tomato,0.815625,0.29976600000000003,,,0.998438,0.625293,,
TEST,gs://dataset_custom_2/f867a5aa3ef10d82.jpg,Tomato,0.380863,0.318125,,,0.9990620000000002,0.84125,,
TEST,gs://dataset_custom_2/f867a5aa3ef10d82.jpg,Tomato,0.7870540000000003,0.45125,,,0.9681049999999998,0.56875,,
TEST,gs://dataset_custom_2/071df7502eb21e66.jpg,Tomato,0.445098,0.23809499999999997,,,0.960784,0.9599,,
TEST,gs://dataset_custom_2/e13318fe58c18875.jpg,Tomato,0.845625,0.198874,,,1.0,0.505629,,
TEST,gs://dataset_custom_2/e13318fe58c18875.jpg,Tomato,0.00125,0.3855530000000001,,,0.148125,0.674484,,
TEST,gs://dataset_custom_2/5325292fe2c14095.jpg,Tomato,0.31,0.4864270000000001,,,0.6937499999999998,0.870873,,
TEST,gs://dataset_custom_2/89cbf2c53003d5f9.jpg,Tomato,0.51875,0.566745,,,0.79375,0.8969550000000001,,
TEST,gs://dataset_custom_2/3c44a9ad17a0ca5c.jpg,Tomato,0.31625,0.013333000000000003,,,0.39875,0.11833300000000001,,
TEST,gs://dataset_custom_2/3c44a9ad17a0ca5c.jpg,Tomato,0.409375,0.6925,,,0.644375,0.9991669999999999,,
TEST,gs://dataset_custom_2/3c44a9ad17a0ca5c.jpg,Tomato,0.450625,0.0033329999999999996,,,0.63625,0.161667,,
TEST,gs://dataset_custom_2/13a57fd8cee6d764.jpg,Tomato,0.58625,0.220228,,,0.8725,0.584013,,
TEST,gs://dataset_custom_2/9592dc1b18fcc5ca.jpg,Tomato,0.125,0.380833,,,0.494375,0.7200000000000001,,
TEST,gs://dataset_custom_2/9592dc1b18fcc5ca.jpg,Tomato,0.47,0.299167,,,0.501875,0.515,,
TEST,gs://dataset_custom_2/9592dc1b18fcc5ca.jpg,Tomato,0.501875,0.450833,,,0.533125,0.534167,,
TEST,gs://dataset_custom_2/9592dc1b18fcc5ca.jpg,Tomato,0.605625,0.4425000000000001,,,0.999375,0.8316670000000003,,
TEST,gs://dataset_custom_2/ea86c29d924662af.jpg,Tomato,0.204102,0.44010400000000005,,,0.380859,0.623698,,
TEST,gs://dataset_custom_2/ea86c29d924662af.jpg,Tomato,0.27832,0.532552,,,0.400391,0.6744790000000002,,
TEST,gs://dataset_custom_2/250819c4ff480cd7.jpg,Tomato,0.41375,0.2644,,,0.56875,0.491029,,
TEST,gs://dataset_custom_2/250819c4ff480cd7.jpg,Tomato,0.443125,0.103872,,,0.590625,0.289896,,
TEST,gs://dataset_custom_2/a06cffc452911355.jpg,Tomato,0.211111,0.593333,,,0.377778,0.876667,,
TEST,gs://dataset_custom_2/a06cffc452911355.jpg,Tomato,0.293333,0.688333,,,0.47,0.955,,
TEST,gs://dataset_custom_2/a06cffc452911355.jpg,Tomato,0.376667,0.308333,,,0.552222,0.563333,,
TEST,gs://dataset_custom_2/13a57fd8cee6d764.jpg,Tomato,0.515,0.5440459999999999,,,0.8125,0.957586,,
TEST,gs://dataset_custom_2/a06cffc452911355.jpg,Tomato,0.593333,0.38499999999999995,,,0.781111,0.601667,,
TEST,gs://dataset_custom_2/922cc688ea523274.jpg,Tomato,0.0,0.666227,,,0.8317209999999999,0.998681,,
